"pair","pairwise_distance","frxfr"
"5183---4556",0.231615120274914,9.36345006060025e-06
"754---4556",0.267109634551495,7.49076035447775e-06
"4459---4556",0.286298568507158,9.36345006060025e-06
"248---4556",0.232040229885057,1.12361397667228e-05
"4172---4556",0.240728253540121,8.05256711331572e-05
"78---4556",0.234343434343434,0.000423227945493109
"6556---4556",0.217634709587124,1.87269001212005e-05
"2312---4556",0.232620320855615,9.242631517946e-05
"8239---4556",0.248275862068965,1.31088294728453e-05
"14420---4556",0.253830779480346,1.49815207089555e-05
"6630---4556",0.251696065128901,7.67802917209123e-05
"8903---4556",0.309090909090909,5.61807064835525e-06
"27---4556",0.242223692918597,5.61807064835525e-06
"6172---3171",0.147487844408428,5.09613384463772e-05
"1383---3171",0.228357191547376,5.92253386800648e-05
"8352---3171",0.258174386920981,2.96126697990288e-05
"9489---3171",0.167130919220056,2.96126697990288e-05
"2312---3171",0.225201072386059,5.545579514866e-05
"4658---3171",0.224627875507442,2.96126697990288e-05
"4482---3171",0.268076398362892,2.96126697990288e-05
"1335---3171",0.206680584551148,4.93544490530528e-05
"15943---3171",0.215885947046843,0.000359218231068441
"5673---3171",0.163194444444444,2.96126697990288e-05
"7314---3171",0.217273954116059,4.93544490530528e-05
"76---3171",0.247379454926625,0.00030359329116563
"13922---3171",0.207880434782609,0.000112433905018587
"2912---3171",0.218579234972678,8.9889134045655e-06
"6172---3171",0.178397212543554,5.09613384463772e-05
"4782---3171",0.238805970149254,1.0112527350638e-05
"5183---3171",0.137102473498233,5.61807064835525e-06
"754---3171",0.195386702849389,4.49445670228275e-06
"4459---3171",0.295218295218295,5.61807064835525e-06
"248---3171",0.103857566765579,6.74168459442775e-06
"4172---3171",0.0334029227557411,4.83154079430523e-05
"78---3171",0.0597637248088951,0.000253936794958044
"6556---3171",0.13,1.12361412967105e-05
"2312---3171",0.216835016835017,5.545579514866e-05
"8239---3171",0.189606741573034,7.86529854050025e-06
"14420---3171",0.199457259158752,8.9889134045655e-06
"6630---3171",0.163763066202091,4.60681800509073e-05
"8903---3171",0.303806228373702,3.37084275621025e-06
"27---3171",0.219610476830087,3.37084275621025e-06
"4556---3171",0.228319783197832,5.61807064835525e-06
"6172---8189",0.102141680395387,0.000101922663014285
"1383---8189",0.0876577840112202,0.000118450661231097
"8352---8189",0.260660247592847,5.92253315335413e-05
"9489---8189",0.230982019363762,5.92253315335413e-05
"2312---8189",0.207676490747087,0.00011091157519486
"4658---8189",0.0931202223766504,5.92253315335413e-05
"4482---8189",0.232819074333801,5.92253315335413e-05
"1335---8189",0.184975194897236,9.87088846652453e-05
"15943---8189",0.0898954703832752,0.000718436364309793
"5673---8189",0.199029126213592,5.92253315335413e-05
"7314---8189",0.0943789035392089,9.87088846652453e-05
"76---8189",0.266016713091922,0.000607186499652695
"13922---8189",0.0870473537604457,0.000224867779417677
"2912---8189",0.206993006993007,1.79778243611505e-05
"6172---8189",0.124374553252323,0.000101922663014285
"4782---8189",0.219140083217753,2.0225051947298e-05
"5183---8189",0.211041229909154,1.12361397667228e-05
"754---8189",0.132638888888889,8.98891218057525e-06
"4459---8189",0.284518828451883,1.12361397667228e-05
"248---8189",0.214755295836377,1.34833673528702e-05
"4172---8189",0.207988980716253,9.66308027282097e-05
"78---8189",0.221993127147766,0.000507873520760642
"6556---8189",0.180654338549075,2.24722795334455e-05
"2312---8189",0.197115384615385,0.00011091157519486
"8239---8189",0.127598566308244,1.57305949390178e-05
"14420---8189",0.139777468706537,1.79778243611505e-05
"6630---8189",0.202223766504517,9.21363475559148e-05
"8903---8189",0.280580511402903,6.74168459442775e-06
"27---8189",0.21448275862069,6.74168459442775e-06
"4556---8189",0.247289972899729,1.12361397667228e-05
"3171---8189",0.212854181064271,6.74168459442775e-06
"6172---849",0.124898621248986,5.09613384463772e-05
"1383---849",0.197031039136302,5.92253386800648e-05
"8352---849",0.254691689008043,2.96126697990288e-05
"9489---849",0.248832555036691,2.96126697990288e-05
"2312---849",0.199865861837693,5.545579514866e-05
"4658---849",0.203616878767582,2.96126697990288e-05
"4482---849",0.251025991792066,2.96126697990288e-05
"1335---849",0.199029126213592,4.93544490530528e-05
"15943---849",0.189643577673167,0.000359218231068441
"5673---849",0.230408573342264,2.96126697990288e-05
"7314---849",0.191176470588235,4.93544490530528e-05
"76---849",0.289738430583501,0.00030359329116563
"13922---849",0.1875,0.000112433905018587
"2912---849",0.210633946830266,8.9889134045655e-06
"6172---849",0.159500693481276,5.09613384463772e-05
"4782---849",0.226134055517942,1.0112527350638e-05
"5183---849",0.231081081081081,5.61807064835525e-06
"754---849",0.197721179624665,4.49445670228275e-06
"4459---849",0.299863387978142,5.61807064835525e-06
"248---849",0.225123500352858,6.74168459442775e-06
"4172---849",0.220079787234043,4.83154079430523e-05
"78---849",0.224801061007958,0.000253936794958044
"6556---849",0.208563535911602,1.12361412967105e-05
"2312---849",0.194070080862534,5.545579514866e-05
"8239---849",0.173852573018081,7.86529854050025e-06
"14420---849",0.152759084791386,8.9889134045655e-06
"6630---849",0.230201342281879,4.60681800509073e-05
"8903---849",0.309491978609626,3.37084275621025e-06
"27---849",0.230254350736278,3.37084275621025e-06
"4556---849",0.247511612475116,5.61807064835525e-06
"3171---849",0.216811207471648,3.37084275621025e-06
"8189---849",0.173615857826384,6.74168459442775e-06
"6172---175",0.198868229587712,8.49355548249823e-05
"1383---175",0.254248810333107,9.87088870474198e-05
"8352---175",0.26812585499316,4.93544442887038e-05
