"N","frequency","BWPD","HMAa","seed"
150,"extremely skewed",0.559493570195355,0.265044649630472,1026
180,"equally abundant",0.807185555555555,0.494550286803067,1026
180,"intermediate",0.802486624855272,0.489987222474005,1026
180,"extremely skewed",0.503035040592596,0.263810114671093,1026
200,"equally abundant",0.8032532,0.488255167734745,1026
200,"intermediate",0.799303810214858,0.485333561138394,1026
200,"extremely skewed",0.0453199216134383,0.0261037366779436,1026
10,"equally abundant",0.802074,0.445062440349769,1027
10,"intermediate",0.760132266223888,0.430273341591053,1027
10,"extremely skewed",0.207124207002206,0.111764520502301,1027
20,"equally abundant",0.831788,0.453015349322079,1027
20,"intermediate",0.81722723619099,0.456041794175468,1027
20,"extremely skewed",0.229883157290093,0.115696400906823,1027
30,"equally abundant",0.823458666666667,0.464417879362938,1027
30,"intermediate",0.819931733261461,0.452283975407813,1027
30,"extremely skewed",0.287529142380805,0.140903135510784,1027
40,"equally abundant",0.802811,0.467842480059293,1027
40,"intermediate",0.807476144847281,0.468299953572428,1027
40,"extremely skewed",0.391699693408753,0.231941280890275,1027
50,"equally abundant",0.7933732,0.464494887910052,1027
50,"intermediate",0.794571379792544,0.454359387394546,1027
50,"extremely skewed",0.315698131734052,0.219731803504813,1027
60,"equally abundant",0.781938666666667,0.462995492952519,1027
60,"intermediate",0.772115224205614,0.462763522969438,1027
60,"extremely skewed",0.204405946926102,0.0970544577538054,1027
70,"equally abundant",0.785564857142857,0.474852666546494,1027
70,"intermediate",0.792352031396384,0.472857467028618,1027
70,"extremely skewed",0.287019049884593,0.208939579595778,1027
80,"equally abundant",0.792129,0.475245694736763,1027
80,"intermediate",0.780634858793718,0.476461792591075,1027
80,"extremely skewed",0.574883414623631,0.290897089782048,1027
100,"equally abundant",0.7805846,0.470739268434748,1027
100,"intermediate",0.775035967807751,0.46486238242219,1027
100,"extremely skewed",0.241657251051409,0.144597449019103,1027
120,"equally abundant",0.779255166666667,0.470651127730376,1027
120,"intermediate",0.783641039978531,0.468549994279147,1027
120,"extremely skewed",0.650654973250147,0.31652900796449,1027
150,"equally abundant",0.805395866666668,0.483484097238912,1027
150,"intermediate",0.811051204777372,0.484230258629968,1027
150,"extremely skewed",0.617181626641378,0.342658427946187,1027
180,"equally abundant",0.805012,0.479282752177041,1027
180,"intermediate",0.809396417208851,0.475466732470526,1027
180,"extremely skewed",0.604422090883138,0.273664569181083,1027
200,"equally abundant",0.8053548,0.483000541486051,1027
200,"intermediate",0.80943928679283,0.490257249067771,1027
200,"extremely skewed",0.60935646462595,0.259677116751268,1027
10,"equally abundant",0.896458,0.450522111358466,1028
10,"intermediate",0.877217012814332,0.414692098400664,1028
10,"extremely skewed",0.180346907216452,0.0655929670719983,1028
20,"equally abundant",0.843743,0.437773532902945,1028
20,"intermediate",0.794571459376065,0.408618871436098,1028
20,"extremely skewed",0.0482699916552928,0.0355931064109524,1028
30,"equally abundant",0.781662,0.430370366067171,1028
30,"intermediate",0.825843273897021,0.43734023448379,1028
30,"extremely skewed",0.0549595713831214,0.0266083284119462,1028
40,"equally abundant",0.813929,0.472327425666628,1028
40,"intermediate",0.837902354331996,0.464840932963256,1028
40,"extremely skewed",0.0497136126399843,0.0338887048235511,1028
50,"equally abundant",0.822712,0.498158853410086,1028
50,"intermediate",0.818771939340651,0.495232397030678,1028
50,"extremely skewed",0.0786982238422113,0.0509488689582518,1028
60,"equally abundant",0.822971,0.499123257085255,1028
60,"intermediate",0.841333741387742,0.496522764534228,1028
60,"extremely skewed",0.0794127289078584,0.0421075587045472,1028
70,"equally abundant",0.826233714285714,0.510651843464633,1028
70,"intermediate",0.826804954187925,0.49523497550909,1028
70,"extremely skewed",0.438602922194602,0.199513295810667,1028
80,"equally abundant",0.82987375,0.510355248748747,1028
80,"intermediate",0.83794584590728,0.527811678979697,1028
80,"extremely skewed",0.377382833331721,0.224949592770138,1028
100,"equally abundant",0.8359472,0.514224427483554,1028
100,"intermediate",0.83301944557035,0.5135774797373,1028
100,"extremely skewed",0.537934139010993,0.277798980710949,1028
120,"equally abundant",0.829844666666667,0.51113375473536,1028
120,"intermediate",0.820722089772006,0.508519760479299,1028
120,"extremely skewed",0.817356602304682,0.526259443135332,1028
150,"equally abundant",0.828162266666667,0.507980533729731,1028
150,"intermediate",0.814357661627292,0.500361219310053,1028
150,"extremely skewed",0.775525492451031,0.392871677559579,1028
180,"equally abundant",0.820589222222222,0.509193082030782,1028
180,"intermediate",0.814481702583044,0.506401288922509,1028
180,"extremely skewed",0.764212401362819,0.480404412601773,1028
200,"equally abundant",0.810580699999999,0.504611729897461,1028
200,"intermediate",0.794857778191967,0.500827056969797,1028
200,"extremely skewed",0.179493429938862,0.100869066802777,1028
10,"equally abundant",0.773446,0.387491159539764,1029
10,"intermediate",0.840625213159415,0.38831268216832,1029
10,"extremely skewed",0.0146268015632058,0.0107179590937495,1029
20,"equally abundant",0.801673,0.42956159878817,1029
20,"intermediate",0.785403440484104,0.424627236522589,1029
20,"extremely skewed",0.108286007553998,0.0790005154802619,1029
30,"equally abundant",0.781845333333334,0.429264411747523,1029
30,"intermediate",0.802821064826751,0.428254784057592,1029
30,"extremely skewed",0.273559128982906,0.149354743651503,1029
40,"equally abundant",0.7872695,0.443937267536092,1029
40,"intermediate",0.781595245440476,0.451755570780812,1029
40,"extremely skewed",0.250873637139274,0.163009305007822,1029
50,"equally abundant",0.7926336,0.469704391917345,1029
50,"intermediate",0.80222865191356,0.46784890616043,1029
50,"extremely skewed",0.61483107926298,0.3481974383195,1029
60,"equally abundant",0.809491333333333,0.477606360003698,1029
60,"intermediate",0.787178479705895,0.468314254209253,1029
60,"extremely skewed",0.830391367399694,0.440663410429457,1029
70,"equally abundant",0.801726571428571,0.469235477902014,1029
70,"intermediate",0.806191185817477,0.472249804920692,1029
70,"extremely skewed",0.596688449612241,0.320663153376651,1029
80,"equally abundant",0.809201,0.490788030968069,1029
80,"intermediate",0.797269342019084,0.483446993659332,1029
80,"extremely skewed",0.955485008224756,0.37113704425431,1029
100,"equally abundant",0.7937624,0.47809258530503,1029
100,"intermediate",0.792552898151852,0.481216782798801,1029
100,"extremely skewed",0.556707518957493,0.329917495190108,1029
120,"equally abundant",0.793349833333333,0.477351532511161,1029
120,"intermediate",0.787187128539232,0.469660480286713,1029
120,"extremely skewed",0.821589655655576,0.379007019327837,1029
150,"equally abundant",0.796890400000001,0.48211690682136,1029
150,"intermediate",0.78917497750272,0.478204164117638,1029
150,"extremely skewed",0.702678284344856,0.396949631330034,1029
180,"equally abundant",0.790975555555555,0.477980557560378,1029
180,"intermediate",0.782564490058253,0.477491899009426,1029
180,"extremely skewed",0.754087068088424,0.412884880997214,1029
200,"equally abundant",0.788557,0.474021499004507,1029
200,"intermediate",0.790819050738513,0.472069677610773,1029
200,"extremely skewed",0.694869237982173,0.373975271990912,1029
10,"equally abundant",0.8636,0.436714178798747,1030
10,"intermediate",0.812640178879017,0.417700523093351,1030
10,"extremely skewed",0.00172199087899329,0.000959832151543484,1030
20,"equally abundant",0.863157,0.467313672908001,1030
20,"intermediate",0.872360339895941,0.460537612194956,1030
20,"extremely skewed",0.00228288655216731,0.00145419273620018,1030
30,"equally abundant",0.847252,0.479050907617683,1030
30,"intermediate",0.824183664552703,0.467386682419069,1030
30,"extremely skewed",0.25690475335219,0.16601539728236,1030
40,"equally abundant",0.8117755,0.481117798830103,1030
40,"intermediate",0.881175059882832,0.485427800060867,1030
40,"extremely skewed",0.00739431400196147,0.00573201677040663,1030
50,"equally abundant",0.836346,0.490442200907884,1030
50,"intermediate",0.843560820216706,0.486684895666685,1030
50,"extremely skewed",0.537882429313421,0.262375786925909,1030
60,"equally abundant",0.847997333333333,0.516682386677239,1030
60,"intermediate",0.843467423043168,0.511071488313469,1030
60,"extremely skewed",0.433453206430786,0.244375599687964,1030
70,"equally abundant",0.86087,0.520194864318204,1030
70,"intermediate",0.849383324719491,0.509365922121912,1030
70,"extremely skewed",0.261308794054292,0.162489764475469,1030
80,"equally abundant",0.85030475,0.513363751393041,1030
80,"intermediate",0.846000593673486,0.501771060609914,1030
80,"extremely skewed",0.639533567240152,0.256517768837841,1030
100,"equally abundant",0.8527896,0.516144684725421,1030
100,"intermediate",0.849504330003992,0.510210423360968,1030
100,"extremely skewed",0.29451446982577,0.0968173390984796,1030
120,"equally abundant",0.841707666666667,0.512142706920938,1030
120,"intermediate",0.820579652317242,0.511251005744052,1030
120,"extremely skewed",0.402127137005957,0.271016391168509,1030
150,"equally abundant",0.845508266666667,0.50897920511889,1030
150,"intermediate",0.836194387630655,0.502593377202265,1030
150,"extremely skewed",0.557527187938063,0.29329909793071,1030
180,"equally abundant",0.847082222222222,0.505507372233335,1030
180,"intermediate",0.855854309611208,0.507441452645188,1030
180,"extremely skewed",0.111199015405392,0.0674400458445292,1030
200,"equally abundant",0.8544613,0.513148015579357,1030
200,"intermediate",0.849972290968071,0.508129287589472,1030
200,"extremely skewed",0.785787709826778,0.419530549371894,1030
